worker_id,monthly_income,monthly_income_2,income_volatility,platform_count,days_to_recover,surplus_ratio,stability_score,working_days,jobs_completed,avg_daily_income,income_growth_rate,expense_ratio,savings_amount,late_payment_count,work_consistency_score
8354,38640,58510,0.44,4,9,0.25,97.87,10,164,819,0.21,0.75,6020,7,58.84
8355,70730,36365,0.61,2,5,0.64,59.41,16,160,2375,0.13,0.77,8234,5,59.09
8356,73185,37716,0.43,2,2,0.13,68.16,23,31,2081,0.1,0.82,11463,8,23.03
8357,65546,68680,0.67,2,7,0.6,62.19,12,81,824,0.01,0.45,14360,2,24
8358,43437,42053,0.89,1,24,0.65,27.97,14,77,1042,0.16,0.63,11802,5,17.83
8359,43261,32578,0.24,2,13,0.15,75.3,25,101,2129,0.24,0.5,5201,3,26.07
8360,11545,39720,0.55,2,7,0.26,1.58,11,71,1813,0.14,0.31,16886,2,66.47
8361,74395,63183,0.63,2,17,0.33,3.17,21,187,1722,0.09,0.58,2417,5,77.13
8362,10290,24260,0.71,3,29,0.37,82.69,21,42,1546,0.16,0.68,4193,8,49.13
8363,21341,35168,0.88,4,19,0.24,82.59,11,40,2478,0.26,0.3,9567,0,43.47
8364,36586,76765,0.51,2,5,0.28,73.54,24,133,2410,0.07,0.5,4632,0,31.49
8365,35267,27891,0.12,4,17,0.16,77.96,12,102,678,0.2,0.63,9994,0,96.61
8366,29059,60586,0.11,3,12,0.79,2.97,10,175,2980,0.06,0.89,18207,3,65.77
8367,42837,43706,0.45,1,27,0.52,97.88,25,98,2752,0.12,0.62,6724,6,49.05
8368,52408,10657,0.84,2,21,0.31,52.56,17,188,2052,0.2,0.46,18690,6,38.73
8369,25424,66876,0.43,3,19,0.48,80.83,18,91,617,0.24,0.69,18990,1,43.64
8370,27158,53172,0.61,2,26,0.15,95.74,21,115,2786,0.09,0.72,9630,4,20.31
8371,71452,42602,0.33,4,7,0.17,20.38,13,26,900,-0.03,0.34,13082,1,38.66
8372,55098,32495,0.58,2,27,0.41,20.85,10,105,2895,0.04,0.69,15897,2,65.45
8373,55863,29546,0.54,4,25,0.62,53.01,20,49,438,0.16,0.78,10267,3,41.88
8374,39412,16757,0.19,4,21,0.8,22.65,21,82,1586,0.27,0.7,15939,0,94.08
8375,65931,37584,0.55,4,14,0.55,28.43,16,73,1881,-0.01,0.88,18496,0,39.6
8376,39375,52850,0.51,2,25,0.65,0.17,29,118,2743,0.23,0.87,4726,0,19.59
8377,56230,55104,0.6,2,21,0.48,12.52,21,185,2072,0.04,0.78,11570,7,45.67
8378,45246,58128,0.61,2,1,0.79,75.83,12,46,2325,0.04,0.38,10990,6,43.95
8379,25739,45926,0.65,3,26,0.31,51.5,16,40,1160,0.29,0.6,8053,3,23.69
8380,69393,68525,0.23,3,29,0.49,72.8,11,21,2450,0.28,0.8,1836,0,63.06
8381,57009,25721,0.28,2,23,0.42,64.48,12,143,2634,-0.08,0.36,13724,5,25.46
8382,18662,27356,0.66,4,8,0.58,19.67,21,39,828,0.15,0.49,3002,9,26.15
8383,62070,63352,0.1,4,29,0.31,35.49,29,111,960,0.17,0.75,8325,7,32.98
8384,36231,38716,0.13,2,21,0.17,83.86,28,165,1869,0.14,0.51,3640,8,80.56
8385,37409,13347,0.74,1,1,0.25,24.8,16,104,2124,0.05,0.62,18994,3,20.57
8386,24178,36869,0.68,3,15,0.59,25.96,11,186,2936,0.2,0.54,12977,3,38
8387,35297,37112,0.49,4,5,0.39,29.78,17,73,1366,0.22,0.76,8909,4,24.67
8388,12964,50127,0.4,4,4,0.19,56.73,11,99,1220,0.14,0.88,7832,5,94.56
8389,51634,40100,0.76,1,14,0.29,67.01,10,103,784,0.27,0.31,5240,4,24.88
8390,71922,22698,0.28,3,25,0.11,71.49,24,192,1621,-0.09,0.68,8817,0,81.48
8391,60120,56543,0.36,3,20,0.25,81.98,21,161,2717,0.28,0.55,1126,2,69.44
8392,62075,65857,0.87,2,1,0.78,52.69,20,54,1546,0,0.38,12987,9,37.62
8393,17405,62029,0.56,1,2,0.56,63.32,12,172,2930,0.24,0.69,7707,8,95.61
8394,49461,55067,0.75,3,21,0.5,50.79,13,178,2200,0.19,0.49,3943,8,67.2
8395,43858,39572,0.76,1,18,0.27,64.13,15,153,1694,0.24,0.69,8314,3,8.05
8396,39207,40870,0.63,4,8,0.31,54.77,25,41,635,0.18,0.89,9709,8,74.87
8397,25106,43971,0.86,1,14,0.19,47.58,12,181,803,0.06,0.81,11319,0,66.22
8398,71819,75133,0.71,3,22,0.75,71.56,16,154,1201,0.07,0.71,12541,4,13.15
8399,76673,44477,0.34,2,1,0.22,48.28,16,164,1790,-0.03,0.63,19837,7,13.99
8400,24515,43719,0.14,1,3,0.62,87.69,11,91,2320,-0.02,0.77,17957,4,65.71
8401,22905,55401,0.55,1,19,0.52,23.32,12,106,2885,-0.06,0.32,18933,5,57.31
8402,31501,34043,0.35,4,10,0.28,4.26,29,74,2460,0.05,0.33,13505,8,48.6
8403,34859,16270,0.82,4,28,0.62,42.25,11,116,2141,-0.04,0.39,8331,9,13.35
8404,15698,25416,0.73,4,26,0.55,46.01,11,130,1726,0.18,0.47,11227,2,78.1
8405,35819,31658,0.68,2,14,0.36,51.31,25,82,715,0.2,0.52,9711,2,96.17
8406,39412,38581,0.75,2,6,0.21,29.98,28,55,2856,0.17,0.38,17501,8,17.6
8407,53790,12176,0.6,1,12,0.22,90.37,22,109,2052,-0.09,0.35,11334,1,82.31
8408,60533,46315,0.76,4,15,0.42,10.14,20,147,1319,0.15,0.68,13707,2,44.44
8409,68766,72007,0.22,2,16,0.36,15.23,13,69,1202,0.15,0.48,5238,9,9.78
8410,66837,49908,0.76,3,14,0.62,52.75,21,28,1073,0.15,0.8,3692,1,98.38
8411,29450,77816,0.86,1,6,0.68,32.52,21,73,1428,0.06,0.43,16695,5,45.39
8412,41454,59436,0.46,3,1,0.21,12.45,10,82,594,0.13,0.58,9071,4,53.34
8413,26355,55202,0.29,2,6,0.79,90.27,23,186,609,0.13,0.71,13936,8,55.19
8414,44779,74099,0.25,2,22,0.16,17.19,25,160,2168,0.14,0.5,10079,0,91.72
8415,49454,16204,0.81,3,27,0.22,29.42,19,91,2287,0.03,0.42,16132,5,33.91
8416,67489,17402,0.4,3,24,0.46,92.14,16,199,1150,0.2,0.4,4340,6,4.71
8417,56346,15845,0.75,1,3,0.15,27.31,24,74,1072,0.18,0.43,12565,4,47.38
8418,74666,14464,0.79,3,3,0.47,96.52,27,32,1429,0.26,0.45,19809,2,72.63
8419,38377,13657,0.46,2,14,0.63,71.08,11,90,1160,0.03,0.66,8076,6,27.83
8420,33993,79683,0.78,4,16,0.26,25.61,14,62,546,-0.02,0.52,10805,4,17.8
8421,54348,59631,0.22,1,13,0.49,57.41,11,137,2477,0.04,0.86,9274,5,82.89
8422,31166,76282,0.61,1,23,0.54,70.53,18,34,1917,0.03,0.41,16846,5,52.58
8423,43640,71201,0.42,2,7,0.31,5.03,14,186,707,-0.06,0.69,13304,9,23.36
8424,78091,56300,0.88,3,9,0.31,52.07,21,168,531,0.03,0.44,6953,2,36.59
8425,63424,35788,0.26,4,4,0.15,84.96,14,57,824,0.08,0.31,1044,5,9.71
8426,56572,41391,0.89,3,9,0.14,89.23,10,86,2839,0.09,0.49,17872,1,54.84
8427,58287,68668,0.55,3,12,0.25,4.68,15,62,813,0.07,0.62,14550,0,9.09
8428,56179,32871,0.7,2,25,0.18,14.73,23,140,528,0.3,0.53,10464,0,28.93
8429,57618,15882,0.55,3,23,0.24,0.92,29,174,874,0.17,0.5,16856,2,69.2
8430,68001,11326,0.74,3,28,0.37,45.61,21,38,2377,0.29,0.56,5261,3,45.55
8431,74371,16105,0.23,3,16,0.54,14.97,29,126,2320,0.23,0.82,10271,6,98.2
8432,71159,40741,0.67,4,26,0.26,85.93,26,57,2915,0.07,0.67,2261,2,79.7
8433,17054,11896,0.34,1,13,0.24,0.26,15,45,1774,-0.04,0.69,1342,3,5.08
8434,55971,15187,0.72,4,1,0.52,93.62,28,139,1211,0.24,0.46,7448,3,89.51
8435,57875,33197,0.21,1,21,0.2,56.24,20,169,1991,0.1,0.89,8083,9,13.53
8436,24234,14749,0.65,2,21,0.74,90.97,20,47,1179,0.1,0.68,8029,5,75.51
8437,79540,51334,0.57,3,14,0.8,99.05,11,114,2859,0.12,0.32,13572,2,51.32
8438,25604,16603,0.3,3,11,0.24,90.96,10,153,1206,0.09,0.83,10219,7,39.02
8439,78883,66615,0.21,4,3,0.13,5.84,25,178,2800,0.18,0.7,6549,8,36.72
8440,77555,36683,0.19,4,14,0.41,60.44,26,135,671,0.28,0.84,8123,2,77.64
8441,35311,13220,0.7,1,6,0.21,7.97,18,89,2556,0.13,0.62,13067,8,21.63
8442,66258,48850,0.37,2,25,0.37,1.46,18,70,930,0,0.8,13787,6,5.25
8443,67414,62160,0.46,3,26,0.68,92.03,24,22,527,0.22,0.47,3371,8,67.78
8444,61590,71358,0.55,2,13,0.2,66.99,14,26,2299,0.2,0.81,9220,4,77.72
8445,56368,64298,0.59,4,20,0.54,27.44,26,145,796,0.14,0.68,4206,4,46.44
8446,33615,11890,0.71,3,27,0.7,36.07,24,80,1110,0.01,0.79,18128,7,60.9
8447,19607,54664,0.52,1,16,0.47,34.82,18,86,2633,0.12,0.74,17288,0,33.91
8448,40104,32233,0.79,2,18,0.26,3.98,29,142,2300,0.23,0.68,14125,5,37.17
8449,17128,72334,0.42,2,24,0.65,96.26,17,162,1108,0.25,0.88,4819,8,67.06
8450,73117,18400,0.39,2,2,0.11,46.43,21,111,2058,0.24,0.54,6511,4,54.53
8451,39462,50173,0.6,4,1,0.49,73.14,25,89,1479,0,0.34,4459,0,56.73
8452,43417,16152,0.71,4,13,0.1,92.24,27,119,1868,-0.1,0.34,9016,7,74.09
8453,32272,53118,0.49,2,4,0.42,51.35,19,60,1704,0.06,0.67,7327,2,33.98
8454,12885,26214,0.64,4,10,0.17,66.46,17,76,1352,-0.01,0.75,17975,1,59.78
8455,23795,17124,0.74,2,21,0.5,85,13,53,976,0.23,0.51,4808,7,36.91
8456,38302,36371,0.67,4,16,0.71,10.92,16,95,2278,0.24,0.57,6878,5,3.13
8457,20253,10905,0.8,4,23,0.68,74.87,19,117,729,0.21,0.86,10218,4,11
8458,51762,21906,0.58,1,22,0.68,3.99,28,133,2262,0.22,0.77,9825,0,82
8459,12750,31292,0.31,1,24,0.19,38.54,18,66,1069,0.1,0.54,19145,7,61.97
8460,39076,14835,0.76,4,14,0.29,41.28,20,182,2480,0.15,0.9,5268,4,17.72
8461,49302,62344,0.28,1,24,0.21,31.99,21,62,1833,0.22,0.48,19588,7,7.24
8462,79547,63751,0.47,2,10,0.49,16.76,19,92,2361,-0.01,0.65,16989,8,20.08
8463,55115,60611,0.7,2,4,0.73,1.48,15,27,2539,0.12,0.58,18732,3,0.9
8464,62097,24229,0.79,3,29,0.67,89.48,14,152,2847,-0.02,0.37,14352,1,2.95
8465,15356,62674,0.13,1,16,0.44,62.39,12,122,1751,0.28,0.33,10867,8,74.58
8466,79531,69891,0.64,3,26,0.73,89.45,28,189,2164,-0.04,0.47,6681,3,40.35
8467,71287,63319,0.84,2,7,0.11,54.74,14,49,2603,0.04,0.51,4469,6,34.72
8468,59168,68138,0.74,2,8,0.23,56.38,28,167,2996,0.03,0.78,10734,9,47.27
8469,27571,72381,0.21,4,14,0.36,5.46,24,95,514,0.18,0.77,10989,0,83.81
8470,28751,61857,0.18,3,4,0.66,67.07,17,149,359,0.03,0.6,9786,2,49.6
8471,69595,24011,0.88,1,14,0.64,68.03,24,94,1203,-0.01,0.51,12879,4,25.1
8472,62632,52337,0.65,3,5,0.54,15.13,20,31,2355,0.28,0.36,10497,3,38.74
8473,49399,43055,0.31,2,16,0.19,49.65,23,140,2318,0.28,0.33,2088,1,42.01
8474,74487,35269,0.66,2,10,0.31,54.21,17,26,1956,0.24,0.76,16452,4,27.8
8475,55870,42617,0.2,2,7,0.67,43.71,28,27,459,0.2,0.52,19831,5,8.82
8476,70068,59892,0.48,3,14,0.6,46.75,14,112,1379,0.02,0.59,2803,3,45.73
8477,63546,68325,0.31,4,27,0.71,4.32,28,48,1712,0.07,0.35,15768,3,48.71
8478,67492,19230,0.12,1,9,0.56,22.99,14,81,1405,0.24,0.51,2638,9,28.15
8479,15065,25235,0.46,1,14,0.65,15.33,11,47,1067,0.26,0.45,9577,3,48.23
8480,51468,43294,0.14,3,2,0.38,20.31,11,141,2406,0.12,0.5,18526,1,2.51
8481,44196,35015,0.17,4,1,0.28,4.91,22,153,1055,-0.08,0.33,13128,2,19.45
8482,37293,21049,0.48,4,3,0.28,27.71,11,23,879,0.25,0.44,1091,0,25.93
8483,39467,32347,0.71,1,27,0.23,84.9,11,169,2859,0.06,0.31,15670,2,56.67
8484,11744,13918,0.6,3,12,0.21,45.2,29,54,1516,0.13,0.46,9275,6,40.76
8485,16135,12710,0.24,4,24,0.76,77.72,11,146,993,0.11,0.7,14537,4,98.2
8486,21064,56314,0.17,4,29,0.22,40.1,21,82,368,-0.05,0.65,3511,6,32.3
8487,73870,10407,0.66,1,1,0.67,12.66,26,100,2867,0.12,0.72,19164,3,88.62
8488,77894,64620,0.75,2,15,0.78,64.45,23,191,1348,-0.1,0.89,4207,4,3.17
8489,61183,41302,0.39,1,25,0.7,39.67,28,82,2752,0.24,0.44,8941,6,78.11
8490,35460,25961,0.44,1,27,0.33,97.92,12,146,1884,-0.05,0.38,13091,5,17.89
8491,49859,46286,0.47,2,19,0.22,28.25,27,23,1595,0.16,0.86,15252,8,24.59
8492,42678,62094,0.53,4,7,0.5,24.01,18,38,1226,-0.02,0.48,16713,9,60.72
8493,41182,79168,0.54,3,11,0.73,11.11,29,45,462,0.09,0.47,5783,1,38.41
8494,28583,17995,0.66,1,8,0.31,83.05,24,181,1808,-0.02,0.69,18458,7,54.79
8495,10098,45425,0.67,2,17,0.11,81.03,22,71,1638,-0.02,0.86,15779,1,19.23
8496,72847,37866,0.72,3,7,0.62,19.63,26,86,2953,0.17,0.86,18114,9,76.72
8497,38539,44238,0.8,2,12,0.34,93.48,13,66,853,0.19,0.35,1907,4,55.24
8498,49756,43571,0.67,1,2,0.36,65.26,16,33,2972,0.1,0.4,2339,5,26.46
8499,76285,18907,0.48,4,8,0.47,12.23,29,59,430,0.25,0.74,1807,1,28.42
8500,22088,34507,0.63,2,29,0.75,85.03,23,58,1387,0.09,0.39,18810,9,18.04
8501,52965,22871,0.13,2,20,0.73,39.2,19,86,2023,0.01,0.57,3005,5,32.91
8502,36580,59794,0.35,3,21,0.49,43.18,15,190,2418,0.1,0.85,19926,7,54.06
8503,44446,25867,0.65,4,18,0.76,12.23,13,107,1144,0.27,0.82,3584,5,9.51
8504,69125,55705,0.33,3,15,0.25,19.57,25,100,2218,-0.05,0.72,2503,3,24.62
8505,76058,57118,0.22,3,27,0.38,86.06,24,65,1840,0.05,0.9,18318,9,44.13
8506,35959,79497,0.53,1,22,0.79,81.85,29,109,1980,0.25,0.5,6644,4,94.16
8507,19902,52331,0.5,1,3,0.79,66.72,11,176,1446,0.17,0.46,2038,3,98.84
8508,48461,46272,0.46,1,19,0.63,46.8,22,196,1125,0.1,0.51,3494,5,50.85
8509,16094,50187,0.15,4,14,0.24,36.68,16,177,2632,0.19,0.49,10826,9,11.61
8510,16244,14969,0.48,4,21,0.28,40.46,19,154,796,-0.06,0.52,3258,7,71.87
8511,70295,39957,0.22,4,12,0.24,36.49,16,84,300,-0.07,0.66,18751,9,55.46
8512,10918,43785,0.56,4,25,0.76,41.11,28,107,580,0.07,0.89,15312,8,10.18
8513,43199,22192,0.19,2,8,0.72,98.67,21,39,1379,0.05,0.5,13756,1,60.67
8514,25268,28774,0.76,1,5,0.7,33.99,21,84,1777,0.15,0.36,10889,5,23.73
8515,35533,13929,0.56,4,9,0.54,82.59,27,103,1803,0.01,0.89,9738,3,64.17
8516,36681,55373,0.6,3,29,0.63,72.76,28,93,1135,0.03,0.42,8411,1,88.19
8517,19517,23185,0.27,2,11,0.58,56.56,16,84,1566,0.17,0.63,2724,9,16.8
8518,42964,20053,0.44,1,5,0.33,87.17,29,170,2638,-0.1,0.68,5906,5,52.87
8519,55531,49160,0.62,1,24,0.71,96.65,24,56,2028,-0.09,0.6,2593,6,77.99
8520,31407,57021,0.2,3,14,0.53,69.98,26,81,1171,0.14,0.33,1283,7,43.93
8521,49440,69548,0.52,4,18,0.26,39.92,22,149,2361,0.12,0.51,1491,5,54.16
8522,27073,64553,0.22,2,4,0.79,2,20,40,2677,0.09,0.45,5213,5,63.65
8523,37210,78325,0.55,1,22,0.52,63.07,12,175,2532,0.16,0.39,19292,8,27.92
8524,55340,24839,0.27,4,27,0.18,8.32,16,95,2548,0.22,0.36,8578,3,41.54
8525,65721,20442,0.62,1,3,0.61,8.02,20,186,616,-0.08,0.63,16820,0,92.21
8526,59264,15518,0.24,2,27,0.1,2.47,27,169,797,0.04,0.83,4730,4,77.91
8527,14836,10071,0.43,4,6,0.17,78.5,13,114,567,-0.07,0.65,12128,3,99.74
8528,29562,14388,0.84,4,18,0.11,29.48,17,60,2343,0.23,0.85,1133,7,1.41
8529,20432,28140,0.78,3,27,0.59,25.47,20,170,872,0,0.35,2030,1,69.26
8530,23429,71008,0.2,1,15,0.6,95.93,22,29,1326,0.19,0.89,17755,2,96.8
8531,30427,64569,0.4,2,2,0.31,9.27,22,95,1002,-0.06,0.45,2242,5,70.66
8532,16407,61185,0.55,1,4,0.25,98.39,14,135,2336,0.12,0.68,7472,8,1.42
8533,13954,50209,0.54,3,14,0.76,17.63,12,46,2753,0.25,0.64,6070,7,80.88
8534,38840,29256,0.82,4,10,0.24,34.16,18,110,541,0.29,0.84,6684,2,39.05
8535,73857,33206,0.26,2,20,0.73,67.76,14,192,2996,0.13,0.78,8569,4,49.07
8536,15854,16618,0.3,4,18,0.79,12.11,24,63,2318,0.18,0.5,1630,4,79.06
8537,60297,21581,0.32,3,28,0.47,76.16,18,84,2490,0.2,0.8,11015,6,40.04
8538,29548,37924,0.36,2,20,0.21,56,24,105,548,0.1,0.85,10391,2,38.44
8539,35015,26514,0.73,1,25,0.62,16.43,29,105,1869,0.23,0.35,6626,9,69.36
8540,72878,17757,0.78,4,18,0.17,62.81,28,165,1306,-0.04,0.55,5527,1,28.77
8541,43362,34441,0.72,1,4,0.78,74.39,22,43,692,0.22,0.76,16897,6,9.13
8542,64783,15541,0.54,4,4,0.75,43.45,24,162,1006,0,0.63,10719,0,0.29
8543,40284,38631,0.73,3,22,0.11,85.05,18,130,2696,-0.07,0.48,3012,0,84.06
8544,12332,61811,0.33,4,3,0.28,86.56,27,99,1350,-0.07,0.33,19934,7,86.13
8545,54921,48668,0.75,1,4,0.16,3.79,20,184,1758,0.21,0.7,3961,8,63.24
8546,66656,62911,0.75,4,4,0.66,20.95,17,29,1106,0.14,0.56,16186,9,26.4
8547,24216,22930,0.43,4,25,0.71,94.89,10,185,1524,0.28,0.33,10626,6,61.17
8548,33165,37557,0.64,3,5,0.13,12.4,24,72,503,-0.06,0.76,9435,0,62.17
8549,57514,45524,0.52,2,25,0.31,14.32,29,64,934,-0.01,0.53,11823,9,5.21
8550,14212,16196,0.65,2,19,0.4,52.21,16,71,1976,-0.09,0.44,17181,9,57.57
8551,77637,74832,0.85,1,23,0.26,55.85,25,126,2718,0.15,0.33,11224,4,82.61
8552,50076,45873,0.36,3,24,0.52,29.02,27,103,1314,0.23,0.67,19167,1,2.34
8553,20123,69845,0.36,4,10,0.73,2.72,19,24,1923,0.25,0.62,17844,6,55.32
8554,41861,26127,0.38,2,28,0.45,72.76,10,183,1140,-0.09,0.59,5882,0,50.01
8555,60602,52933,0.3,3,16,0.23,14.08,20,179,2577,0.27,0.61,6815,7,53.98
8556,12267,79504,0.31,4,16,0.41,30.33,19,55,696,-0.08,0.31,2728,2,22.22
8557,59841,18294,0.55,4,13,0.1,76.85,21,189,2740,-0.03,0.88,10530,6,51.45
8558,40921,25103,0.42,2,20,0.64,84.99,10,123,2359,-0.01,0.38,14827,4,96.15
8559,33290,11783,0.3,3,24,0.24,25.85,24,183,2859,-0.07,0.53,6540,4,30.42
8560,27245,12597,0.36,3,6,0.52,72.78,26,179,1203,0.16,0.32,18325,6,86.64
8561,31009,48831,0.79,2,8,0.2,48.71,25,189,540,-0.1,0.42,17129,9,20.81
8562,35286,65024,0.71,3,9,0.69,1.2,13,52,1254,-0.07,0.79,14299,0,79.97
8563,57565,74751,0.31,2,5,0.6,93.74,23,25,2611,0.2,0.54,15494,4,2.7
8564,58133,41064,0.47,4,29,0.58,96.11,11,82,2460,-0.08,0.39,18398,3,11.66
8565,45727,56065,0.46,1,28,0.63,81.87,11,143,802,0,0.43,15097,7,53.09
8566,74615,78868,0.11,2,8,0.55,79.5,27,49,2717,0.24,0.45,18003,9,0.3
8567,20798,78754,0.39,2,20,0.5,93.15,21,166,1898,0.25,0.42,13795,8,78.93
8568,68549,40147,0.89,1,27,0.17,20.72,17,127,2884,0.03,0.32,15830,4,98.53
8569,34159,79523,0.6,3,19,0.41,77.94,12,56,2828,0.05,0.68,19193,7,44.7
8570,68110,67009,0.66,1,29,0.78,47.8,20,146,621,0.1,0.72,13293,0,60.25
8571,73234,74648,0.37,1,4,0.79,23.17,18,65,333,-0.03,0.35,3096,1,11.37
8572,57659,30045,0.13,1,23,0.33,76.02,11,123,1981,0.18,0.46,17082,7,24.64
8573,13322,74602,0.4,3,8,0.54,88.06,29,102,1586,0.11,0.87,16042,0,24.1
8574,37242,64293,0.53,3,19,0.75,92.99,12,170,2671,-0.05,0.76,16299,8,73.99
8575,77346,26124,0.87,3,5,0.5,36.83,24,91,1703,0.19,0.79,4002,7,6.83
8576,34853,17341,0.71,1,22,0.7,65.46,10,128,2148,0.27,0.7,18727,2,88.82
8577,75414,66923,0.45,1,19,0.48,17.61,14,121,2486,-0.01,0.7,17639,1,11.71
8578,16314,16953,0.21,2,21,0.12,51.63,15,100,791,0.14,0.68,2354,5,11.51
8579,14567,43251,0.62,1,24,0.39,61.43,18,42,567,0.06,0.68,11234,6,2.91
8580,40176,65908,0.76,1,3,0.27,64.37,25,120,835,0.06,0.68,2002,5,65.32
8581,27132,42008,0.11,4,2,0.52,28.94,21,130,2779,0.04,0.61,12372,8,91.08
8582,65857,15079,0.19,3,18,0.14,89.25,14,111,1271,0.11,0.44,16223,7,96.9
8583,69277,38831,0.56,4,19,0.21,6.57,27,172,2709,0.07,0.56,14662,7,22.39
8584,17464,57985,0.2,4,8,0.37,17.13,24,93,574,0.03,0.77,16730,2,11.26
8585,26709,38434,0.49,2,14,0.14,94.56,24,115,1791,0.05,0.37,8802,8,75.99
8586,49609,21748,0.1,4,26,0.8,41.96,11,135,2246,-0.03,0.55,19985,2,57.02
8587,16881,76591,0.41,1,13,0.27,22.32,22,109,965,0.2,0.81,4274,2,79.68
8588,42569,44295,0.13,3,9,0.48,15.67,15,71,2244,-0.01,0.69,8768,2,34.63
8589,17009,14995,0.36,3,11,0.39,9.82,15,136,963,0.02,0.45,2200,2,77.4
8590,38775,73264,0.44,2,8,0.65,69.17,14,75,2888,-0.08,0.4,9532,0,58.19
8591,71652,13450,0.62,3,1,0.25,31.44,13,119,2593,0.1,0.84,3524,5,29.3
8592,13665,67951,0.28,1,13,0.69,39.94,20,63,917,0.29,0.74,10675,1,8.24
8593,28672,11487,0.45,2,16,0.16,51.49,11,108,2971,0.04,0.32,4695,4,2.13
8594,32368,74969,0.12,3,14,0.64,60.1,23,98,2425,-0.02,0.64,10390,0,2.06
8595,25202,74985,0.88,2,19,0.32,35.54,21,124,370,0.24,0.34,19745,3,48.33
8596,59979,54361,0.27,1,9,0.35,4.04,28,137,1372,0.06,0.53,10216,9,69.65
8597,70743,53101,0.54,4,1,0.62,34.49,22,137,1851,0.21,0.76,7486,0,80.95
8598,64054,44344,0.43,4,9,0.67,43.9,28,175,1902,0.08,0.61,19190,1,32.91
8599,30492,39093,0.53,3,3,0.68,38.52,27,48,2974,0.2,0.32,4611,2,58.37
8600,36869,61424,0.28,2,3,0.41,14.83,14,147,1122,-0.07,0.78,3123,7,17.45
8601,77450,21078,0.79,4,28,0.2,58.83,19,140,329,0.15,0.86,1757,9,25.65
8602,29121,62968,0.62,3,19,0.72,34.34,12,90,2847,-0.05,0.61,8529,6,74.74
8603,66396,74900,0.39,3,25,0.13,47.08,26,195,1486,-0.03,0.81,18774,4,27.32
8604,72385,38685,0.81,4,19,0.21,74.25,18,46,2740,0.11,0.64,5689,7,59.69
8605,67701,41733,0.47,4,24,0.74,72.65,18,164,953,0.3,0.31,18706,1,10.48
8606,31546,36469,0.42,3,18,0.8,29.81,29,103,761,0.2,0.69,5019,6,43.3
8607,12493,70851,0.73,1,15,0.72,87.55,13,119,1283,0.09,0.72,12327,9,98.24
8608,10764,21299,0.79,1,13,0.51,16.55,22,191,1925,0.12,0.79,5513,5,53.34
8609,20387,13613,0.61,3,25,0.36,97.66,19,143,2044,0.21,0.84,7127,0,65.64
8610,62060,48924,0.89,4,25,0.78,97.91,10,190,780,0.21,0.36,18187,9,49.13
8611,63283,37922,0.45,4,28,0.36,80.1,22,173,2500,-0.04,0.88,11645,5,1.35
8612,52062,76870,0.62,2,16,0.43,32.05,18,97,755,0.29,0.54,8975,5,61.63
8613,55244,72560,0.34,2,8,0.21,27.45,13,44,871,0.05,0.71,8467,4,67.35
8614,18814,60214,0.18,3,10,0.56,52,27,64,1708,0.06,0.81,7788,0,88.09
8615,35054,78183,0.64,2,21,0.23,26.66,21,53,2775,0.1,0.42,4331,0,95.3
8616,35804,41377,0.67,2,20,0.45,27.61,21,150,800,0.02,0.62,10861,1,71.9
8617,45533,31934,0.76,2,25,0.12,0.66,11,40,2499,-0.08,0.88,18081,7,71.06
8618,52363,74762,0.7,1,25,0.76,2.09,23,140,1557,0.02,0.4,1361,4,74.39
8619,35802,32503,0.58,2,3,0.33,45.75,14,70,2879,0.18,0.85,1019,7,31.08
8620,61043,29374,0.17,3,23,0.37,27.24,15,71,2607,-0.01,0.37,12955,7,75.58
8621,55009,40922,0.5,1,10,0.66,7.67,15,109,366,0.07,0.71,2034,0,68.1
8622,52925,57698,0.59,2,12,0.44,2.1,12,116,491,0.17,0.67,15809,2,71.95
8623,61359,17739,0.28,3,7,0.61,2.68,23,43,1129,0.14,0.89,12849,4,71.16
8624,68747,61080,0.47,1,8,0.77,53.02,13,80,486,0.17,0.44,19739,8,93.86
8625,65242,18387,0.61,3,26,0.23,9.88,17,152,1636,-0.01,0.52,8089,7,22.68
8626,69988,77528,0.7,1,9,0.66,25.61,25,199,498,0,0.56,9681,7,79.54
8627,58636,69912,0.23,3,26,0.4,54.2,20,182,2536,0,0.69,19086,8,24.47
8628,46076,78890,0.77,3,7,0.52,30.52,27,198,1415,-0.01,0.54,12018,8,37.22
8629,26397,63701,0.24,3,2,0.4,21.07,13,167,1037,0.07,0.56,18624,3,26.41
8630,61009,14473,0.37,1,17,0.36,0.46,23,72,1236,0.06,0.86,11983,4,55.23
8631,54704,79322,0.13,3,20,0.18,3.05,20,161,2301,0.2,0.71,5911,7,97.88
8632,45895,56789,0.26,2,21,0.68,21.78,16,54,2535,0.19,0.86,1869,7,52.29
8633,70231,26915,0.17,4,19,0.63,13.59,27,180,938,0.2,0.55,14876,0,73.51
8634,29637,28728,0.76,2,16,0.44,88.75,22,152,1543,0.01,0.39,8036,4,19.66
8635,44707,59177,0.79,2,22,0.45,65.71,25,126,2839,0.09,0.67,14361,2,54.44
8636,16567,56825,0.45,4,13,0.63,34.46,13,146,2002,0.1,0.57,3697,2,28.17
8637,23794,66423,0.67,1,23,0.34,39.88,11,51,2809,0.17,0.61,2288,1,91.71
